Timestamp,Event Type,Assigned Spot
2025-08-19 11:01:20,ARRIVAL,2:13
2025-08-19 11:01:21,ARRIVAL,3:37
2025-08-19 11:01:22,ARRIVAL,1:37
2025-08-19 11:01:23,EXIT,2:47
2025-08-19 11:01:24,EXIT,2:34
2025-08-19 11:01:25,EXIT,1:30
2025-08-19 11:01:26,EXIT,3:8
2025-08-19 11:01:27,EXIT,1:38
2025-08-19 11:01:28,EXIT,1:29
2025-08-19 11:01:29,ARRIVAL,1:27
2025-08-19 11:01:30,EXIT,1:47
2025-08-19 11:01:31,EXIT,2:7
2025-08-19 11:01:32,EXIT,1:31
2025-08-19 11:01:33,EXIT,3:35
2025-08-19 11:01:34,EXIT,1:5
2025-08-19 11:01:35,EXIT,1:45
2025-08-19 11:01:36,EXIT,2:14
2025-08-19 11:01:37,EXIT,3:31
2025-08-19 11:01:38,EXIT,1:10
2025-08-19 11:01:39,EXIT,2:9
2025-08-19 11:01:40,EXIT,2:24
2025-08-19 11:01:41,EXIT,2:16
2025-08-19 11:01:42,ARRIVAL,2:24
2025-08-19 11:01:43,EXIT,3:40
2025-08-19 11:01:44,EXIT,3:9
2025-08-19 11:01:45,EXIT,3:17
2025-08-19 11:01:46,ARRIVAL,1:30
2025-08-19 11:01:47,EXIT,3:45
2025-08-19 11:01:48,EXIT,3:39
2025-08-19 11:01:49,ARRIVAL,1:31
2025-08-19 11:01:50,EXIT,2:26
2025-08-19 11:01:51,ARRIVAL,1:18
2025-08-19 11:01:52,EXIT,1:31
2025-08-19 11:01:53,EXIT,2:37
2025-08-19 11:01:54,EXIT,1:48
2025-08-19 11:01:55,EXIT,1:2
2025-08-19 11:01:56,ARRIVAL,1:29
2025-08-19 11:01:57,ARRIVAL,1:39
2025-08-19 11:01:58,EXIT,2:45
2025-08-19 11:01:59,EXIT,1:1
2025-08-19 11:02:00,EXIT,2:38
2025-08-19 11:02:01,EXIT,2:32
2025-08-19 11:02:02,EXIT,3:6
2025-08-19 11:02:03,EXIT,2:21
2025-08-19 11:02:04,EXIT,2:13
2025-08-19 11:02:05,EXIT,2:17
2025-08-19 11:02:06,EXIT,1:21
2025-08-19 11:02:07,EXIT,3:32
2025-08-19 11:02:08,EXIT,3:44
2025-08-19 11:02:09,EXIT,1:33
2025-08-19 11:02:10,EXIT,2:50
2025-08-19 11:02:11,EXIT,1:39
2025-08-19 11:02:12,EXIT,2:1
2025-08-19 11:02:13,EXIT,1:49
2025-08-19 11:02:14,ARRIVAL,2:36
2025-08-19 11:02:15,EXIT,1:13
2025-08-19 11:02:16,ARRIVAL,3:35
2025-08-19 11:02:17,EXIT,3:7
2025-08-19 11:02:18,EXIT,3:11
2025-08-19 11:02:19,EXIT,1:41
2025-08-19 11:02:20,EXIT,3:33
2025-08-19 11:02:21,EXIT,1:29
2025-08-19 11:02:22,EXIT,2:36
2025-08-19 11:02:23,EXIT,1:16
2025-08-19 11:02:24,ARRIVAL,3:45
2025-08-19 11:02:25,ARRIVAL,3:46
2025-08-19 11:02:26,EXIT,2:30
2025-08-19 11:02:27,EXIT,3:48
2025-08-19 11:02:28,ARRIVAL,3:15
2025-08-19 11:02:29,EXIT,2:22
2025-08-19 11:02:30,ARRIVAL,3:17
2025-08-19 11:02:32,EXIT,1:27
2025-08-19 11:02:32,EXIT,2:44
2025-08-19 11:02:33,EXIT,3:27
2025-08-19 11:02:34,EXIT,3:35
2025-08-19 11:02:35,EXIT,3:45
2025-08-19 11:02:36,EXIT,3:34
2025-08-19 11:02:37,EXIT,3:46
2025-08-19 11:02:38,EXIT,3:41
2025-08-19 11:02:39,EXIT,1:6
2025-08-19 11:02:40,EXIT,1:20
2025-08-19 11:02:41,ARRIVAL,2:14
2025-08-19 11:02:42,ARRIVAL,2:37
2025-08-19 11:02:43,EXIT,2:24
2025-08-19 11:02:44,EXIT,2:6
2025-08-19 11:02:45,EXIT,3:10
2025-08-19 11:02:46,EXIT,3:18
